-0.04,1.04,0.00200081
0.004,1.044,0.0680008
0.028,1.056,0.134001
0.036,1.132,0.201
0.028,1.168,0.266001
0.132,0.736,0.332001
-0.188,0.136,0.398001
-0.556,0.04,0.464001
-1.424,-0.084,0.530001
-2.04,-0.284,0.595
-2.04,-0.256,0.661
-1.46,-0.244,0.727
-0.696,-0.116,0.793
-0.356,-0.104,0.858001
-0.696,-0.236,0.924001
-1.312,-0.296,0.989
-2.04,-0.392,1.055
-2.04,-0.324,1.121
-1.376,-0.176,1.187
-0.524,0.028,1.252
-0.14,0.02,1.318
-0.308,0.008,1.383
-0.748,0.0,1.45
-1.6,-0.112,1.514
-2.04,-0.212,1.581
-1.92,-0.252,1.646
-1.032,-0.132,1.712
-0.552,-0.116,1.778
-0.468,-0.092,1.844
-0.896,-0.236,1.909
-1.528,-0.284,1.979
-2.004,-0.38,2.046
-1.744,-0.256,2.113
-1.064,-0.124,2.178
-0.516,-0.04,2.244
-0.348,0.016,2.31
-0.544,0.024,2.375
-1.056,-0.04,2.44
-1.648,-0.148,2.506
-2.012,-0.224,2.573
-1.508,-0.224,2.638
-0.892,-0.12,2.705
-0.552,-0.096,2.77
-0.728,-0.172,2.835
-1.268,-0.284,2.901
-1.692,-0.352,2.967
-1.58,-0.216,3.033
-1.268,-0.212,3.098
-0.612,-0.02,3.164
-0.4,-0.02,3.23
-0.468,0.044,3.294
0.5,0.12,3.361
-0.444,0.868,3.427
-0.468,0.848,3.493
-0.48,0.744,3.558
